-0.1921 0.8279 -0.4086 -0.1749 0.8299 -0.1790 -0.1574 -0.3166 -0.1714 0.1921 1.1721 0.4086 0.2123 1.1701 0.1790 0.1574 0.3166 0.1714 -1
0.4388 0.1327 0.5189 0.1040 0.2674 -0.1560 0.2195 -0.3166 -0.1714 0.8230 0.4769 1.3361 0.4911 0.6076 0.2020 0.5343 0.3166 0.1714 -1
0.6097 0.0164 -0.3246 0.2498 0.4196 -0.1580 0.6695 -0.3166 0.1397 0.9940 0.3606 0.4926 0.6370 0.7599 0.2000 0.9843 0.3166 0.4825 -1
0.3151 -0.0130 0.5062 0.1915 0.3446 -0.0790 0.1907 -0.3166 -0.1714 0.6994 0.3312 1.3235 0.5786 0.6849 0.2790 0.5055 0.3166 0.1714 -1
0.3497 -0.0167 0.4889 0.1086 0.3469 -0.0760 0.2215 -0.3166 -0.1714 0.7340 0.3275 1.3062 0.4958 0.6872 0.2820 0.5362 0.3166 0.1714 -1
0.6351 0.0311 0.5269 0.0176 0.2026 -0.1480 0.4157 -0.3166 0.0175 1.0194 0.3753 1.3442 0.4048 0.5429 0.2100 0.7305 0.3166 0.3603 -1
0.2024 0.0996 0.4625 0.1448 0.2776 -0.0840 0.1426 -0.3166 -0.1714 0.5867 0.4438 1.2798 0.5320 0.6179 0.2740 0.4574 0.3166 0.1714 -1
0.3297 -0.0791 0.2864 0.1705 0.4833 -0.0890 0.2734 -0.3166 0.0953 0.7140 0.2651 1.1037 0.5576 0.8235 0.2690 0.5882 0.3166 0.4381 -1
0.6115 0.2110 0.5545 -0.0886 0.0958 -0.1610 0.3791 -0.3166 -0.1714 0.9958 0.5552 1.3718 0.2986 0.4360 0.1970 0.6939 0.3166 0.1714 -1
-0.1121 0.0201 0.4809 0.1086 0.3367 -0.0790 0.1465 -0.3166 0.1730 0.2721 0.3643 1.2982 0.4958 0.6770 0.2790 0.4612 0.3166 0.5159 -1
0.3006 0.3811 -0.4086 0.3548 0.3390 -0.1790 0.1945 0.5895 -0.1714 0.6849 0.7253 0.4086 0.7420 0.6792 0.1790 0.5093 1.2226 0.1714 -1
0.4642 0.1669 0.2093 0.1331 0.2924 -0.1790 0.4003 -0.3166 -0.1714 0.8485 0.5111 1.0266 0.5203 0.6326 0.1790 0.7151 0.3166 0.1714 -1
0.3606 0.1009 0.3267 0.1331 0.3083 -0.0900 0.2695 -0.3166 -0.1714 0.7449 0.4450 1.1440 0.5203 0.6485 0.2680 0.5843 0.3166 0.1714 -1
0.3133 -0.0044 0.5039 0.1623 0.3833 -0.0920 0.1522 -0.3166 0.0175 0.6976 0.3398 1.3212 0.5495 0.7235 0.2660 0.4670 0.3166 0.3603 -1
0.2915 0.0911 0.4889 0.1191 0.3105 -0.0980 0.1618 -0.3166 -0.1714 0.6758 0.4353 1.3062 0.5063 0.6508 0.2600 0.4766 0.3166 0.1714 -1
0.3406 -0.0350 0.4981 0.1880 0.3310 -0.0870 0.2195 -0.3166 -0.1714 0.7249 0.3092 1.3154 0.5751 0.6713 0.2710 0.5343 0.3166 0.1714 -1
0.3842 0.0470 0.3198 0.1658 0.3105 -0.0900 0.2753 -0.3166 -0.1714 0.7685 0.3912 1.1371 0.5530 0.6508 0.2680 0.5901 0.3166 0.1714 -1
0.3188 -0.0313 0.4682 0.1366 0.3810 -0.0840 0.1984 -0.3166 -0.1714 0.7030 0.3129 1.2855 0.5238 0.7213 0.2740 0.5132 0.3166 0.1714 -1
0.3370 0.0605 0.3117 0.1705 0.3367 -0.0970 0.2676 -0.3166 0.8286 0.7212 0.4047 1.1290 0.5576 0.6770 0.2610 0.5824 0.3166 1.1714 -1
0.6151 0.2649 0.5914 0.0025 0.0367 -0.1790 0.3503 -0.3166 -0.1714 0.9994 0.6091 1.4086 0.3896 0.3770 0.1790 0.6651 0.3166 0.1714 -1
0.3242 -0.0497 0.5120 0.1775 0.3992 -0.0860 0.1734 -0.3166 -0.1714 0.7085 0.2945 1.3292 0.5646 0.7395 0.2720 0.4882 0.3166 0.1714 -1
0.2351 0.2759 -0.4086 0.4062 0.4651 -0.1790 0.1695 0.6006 -0.1714 0.6194 0.6201 0.4086 0.7933 0.8054 0.1790 0.4843 1.2337 0.1714 -1
0.3424 0.1643 0.4855 0.1658 0.3128 -0.0820 0.1715 -0.3166 -0.1714 0.7267 0.5085 1.3028 0.5530 0.6531 0.2760 0.4862 0.3166 0.1714 -1
0.2970 0.3346 -0.4086 0.5520 0.3980 -0.1790 0.2541 0.0702 -0.1714 0.6812 0.6788 0.4086 0.9392 0.7383 0.1790 0.5689 0.7033 0.1714 -1
0.3351 0.1192 0.4648 0.2533 0.1458 -0.0860 0.2253 -0.3166 -0.1714 0.7194 0.4634 1.2821 0.6405 0.4860 0.2720 0.5401 0.3166 0.1714 -1
0.1715 -0.0301 0.4786 0.2685 0.3810 -0.0710 0.1003 -0.3166 0.0953 0.5558 0.3141 1.2959 0.6557 0.7213 0.2870 0.4151 0.3166 0.4381 -1
0.2315 0.3787 -0.4086 0.3805 0.3628 -0.1790 0.2041 0.4901 -0.1714 0.6158 0.7229 0.4086 0.7677 0.7031 0.1790 0.5189 1.1232 0.1714 -1
0.3242 -0.0130 0.4981 0.1483 0.3890 -0.0860 0.1541 -0.3166 -0.1714 0.7085 0.3312 1.3154 0.5355 0.7292 0.2720 0.4689 0.3166 0.1714 -1
0.2370 -0.1721 -0.4086 0.1331 0.7833 0.2560 0.2503 -0.3166 -0.1714 0.6212 0.1721 0.4086 0.5203 1.1235 0.6140 0.5651 0.3166 0.1714 -1
0.3770 0.2906 0.1656 0.2895 0.2151 -0.1790 0.3099 -0.3166 -0.1714 0.7612 0.6348 0.9829 0.6767 0.5554 0.1790 0.6247 0.3166 0.1714 -1
-0.0285 0.0213 -0.4086 0.7983 -0.1258 0.8210 -0.1074 -0.3166 -0.1714 0.3558 0.3655 0.4086 1.1854 0.2145 1.1790 0.2074 0.3166 0.1714 -1
0.2842 0.2477 -0.4086 0.4575 0.4140 -0.1790 0.1945 0.6595 -0.1714 0.6685 0.5919 0.4086 0.8447 0.7542 0.1790 0.5093 1.2926 0.1714 -1
0.2915 -0.0020 0.4832 0.1845 0.3492 -0.0890 0.1618 -0.3166 -0.1714 0.6758 0.3422 1.3005 0.5716 0.6895 0.2690 0.4766 0.3166 0.1714 -1
0.2897 0.3444 -0.4086 0.4284 0.3446 -0.1790 0.1791 0.6135 -0.0825 0.6740 0.6886 0.4086 0.8155 0.6849 0.1790 0.4939 1.2466 0.2603 -1
0.7660 0.1033 0.4475 0.1483 0.2151 -0.0820 0.2330 -0.3166 -0.1714 1.1503 0.4475 1.2648 0.5355 0.5554 0.2760 0.5478 0.3166 0.1714 -1
0.6715 0.2722 0.5775 0.0246 0.0083 -0.1550 0.2907 -0.3166 -0.1714 1.0558 0.6164 1.3948 0.4118 0.3485 0.2030 0.6055 0.3166 0.1714 -1
0.2297 -0.1329 0.4935 0.1915 0.3185 -0.0870 0.1791 -0.3166 -0.1714 0.6140 0.2113 1.3108 0.5786 0.6588 0.2710 0.4939 0.3166 0.1714 -1
