0.5684 0.5955 0.5042 0.5326 0.2814 0.2428 0.2893 0.2931 1.4316 0.9678 0.8761 0.8007 0.6037 0.5406 0.6120 0.6538 -1
0.5684 0.5725 0.5605 0.5839 0.2812 0.2303 0.2648 0.3613 1.4316 0.9448 0.9324 0.8520 0.6035 0.5282 0.5876 0.7220 -1
-0.4316 0.4575 0.4478 0.5583 0.2198 0.2519 0.1504 0.1587 0.4316 0.8298 0.8198 0.8263 0.5421 0.5498 0.4732 0.5193 -1
-0.4316 0.3081 0.2507 0.4814 0.0933 0.1108 0.0869 0.0624 0.4316 0.6804 0.6226 0.7494 0.4156 0.4087 0.4097 0.4231 -1
-0.4316 0.4805 0.4478 0.6608 0.2225 0.1942 0.2345 0.2369 0.4316 0.8528 0.8198 0.9289 0.5448 0.4921 0.5573 0.5976 -1
-0.4316 0.1472 0.1661 0.4301 -0.0093 -0.0253 0.0048 0.0303 0.4316 0.5195 0.5381 0.6981 0.3130 0.2726 0.3276 0.3910 -1
-0.4316 0.8139 0.8140 0.7378 0.4729 0.4789 0.4838 0.6171 0.4316 1.1861 1.1860 1.0058 0.7952 0.7767 0.8065 0.9777 -1
-0.4316 0.5725 0.6168 0.6865 0.3584 0.2606 0.4124 0.3864 0.4316 0.9448 0.9888 0.9545 0.6808 0.5585 0.7352 0.7470 -1
0.0684 0.2391 0.1943 0.3532 -0.0109 -0.0419 -0.0304 0.0303 0.9316 0.6114 0.5662 0.6212 0.3114 0.2560 0.2924 0.3910 -1
-0.4316 0.3311 0.3633 0.4814 0.0679 0.0448 0.0292 0.1707 0.4316 0.7034 0.7353 0.7494 0.3903 0.3427 0.3520 0.5314 -1
0.5684 0.6299 0.5605 0.6096 0.3496 0.2556 0.4349 0.3743 1.4316 1.0022 0.9324 0.8776 0.6719 0.5535 0.7577 0.7350 -1
0.5684 0.5725 0.5464 0.6352 0.2959 0.2457 0.2707 0.3061 1.4316 0.9448 0.9184 0.9033 0.6182 0.5435 0.5934 0.6668 -1
0.5684 0.5495 0.2084 0.5839 0.2705 0.2162 0.2677 0.2811 1.4316 0.9218 0.5803 0.8520 0.5928 0.5141 0.5905 0.6417 -1
0.5684 0.5035 0.5042 0.5839 0.3145 0.3295 0.2365 0.2600 1.4316 0.8758 0.8761 0.8520 0.6368 0.6274 0.5592 0.6207 -1
0.0684 0.3656 0.3774 0.4557 0.1366 0.1353 0.1729 0.1707 0.9316 0.7379 0.7493 0.7238 0.4589 0.4332 0.4957 0.5314 -1
-0.4316 0.3656 0.2929 0.3788 0.0403 0.0179 0.0498 0.0624 0.4316 0.7379 0.6648 0.6468 0.3626 0.3157 0.3725 0.4231 -1
-0.4316 0.3196 0.2788 0.4814 0.0698 0.0029 0.1309 0.1406 0.4316 0.6919 0.6508 0.7494 0.3921 0.3008 0.4537 0.5013 -1
-0.4316 0.6299 0.6168 0.6096 0.3453 0.2938 0.3205 0.3713 0.4316 1.0022 0.9888 0.8776 0.6676 0.5917 0.6433 0.7320 -1
-0.4316 0.1817 0.1239 0.3275 -0.0247 -0.0340 -0.0411 -0.0299 0.4316 0.5540 0.4958 0.5956 0.2976 0.2639 0.2816 0.3308 -1
0.0684 0.0782 0.0676 0.3275 -0.0601 -0.0556 -0.0656 -0.0600 0.9316 0.4505 0.4395 0.5956 0.2622 0.2423 0.2572 0.3007 -1
-0.4316 0.6414 0.5746 0.5839 0.3886 0.3216 0.4056 0.4114 0.4316 1.0137 0.9465 0.8520 0.7109 0.6195 0.7283 0.7721 -1
0.0684 0.4230 0.3915 0.5070 0.1300 0.0942 0.1035 0.2008 0.9316 0.7953 0.7634 0.7751 0.4523 0.3921 0.4263 0.5615 -1
0.5684 0.4001 0.3352 0.4044 0.1420 0.1714 0.0556 0.1206 1.4316 0.7724 0.7071 0.6725 0.4644 0.4693 0.3784 0.4812 -1
0.0684 0.5035 0.4338 0.4814 0.1323 0.0834 0.1221 0.2008 0.9316 0.8758 0.8057 0.7494 0.4546 0.3813 0.4449 0.5615 -1
0.5684 0.6070 0.6168 0.6608 0.3970 0.3249 0.3772 0.5218 1.4316 0.9793 0.9888 0.9289 0.7193 0.6228 0.7000 0.8824 -1
-0.4316 0.5725 0.5183 0.6096 0.3829 0.3809 0.2365 0.3964 0.4316 0.9448 0.8902 0.8776 0.7052 0.6788 0.5592 0.7571 -1
0.0684 0.4460 0.4197 0.4814 0.1307 0.0855 0.0517 0.2359 0.9316 0.8183 0.7916 0.7494 0.4530 0.3834 0.3745 0.5966 -1
0.5684 0.5610 0.6732 0.6608 0.2902 0.2905 0.1905 0.3132 1.4316 0.9333 1.0451 0.9289 0.6125 0.5884 0.5133 0.6738 -1
0.0684 0.3886 0.2929 0.4814 0.0797 0.0357 0.0840 0.1246 0.9316 0.7609 0.6648 0.7494 0.4020 0.3336 0.4067 0.4852 -1
0.5684 0.5265 0.4760 0.5583 0.3478 0.2540 0.3156 0.3212 1.4316 0.8988 0.8479 0.8263 0.6701 0.5518 0.6384 0.6818 -1
0.5684 0.5955 0.5605 0.5839 0.3503 0.3340 0.2619 0.3192 1.4316 0.9678 0.9324 0.8520 0.6726 0.6319 0.5846 0.6798 -1
-0.4316 0.3541 0.3070 0.4557 0.0997 0.0697 0.0371 0.1868 0.4316 0.7264 0.6789 0.7238 0.4220 0.3676 0.3598 0.5474 -1
0.5684 -0.0252 0.0112 0.3019 -0.1220 -0.1340 -0.1164 -0.1101 1.4316 0.3471 0.3832 0.5699 0.2004 0.1639 0.2064 0.2505 -1
0.5684 0.4230 0.4338 0.4557 0.1735 0.1618 0.0840 0.2209 1.4316 0.7953 0.8057 0.7238 0.4958 0.4597 0.4067 0.5815 -1
0.5684 0.2276 0.2225 0.4044 0.0453 0.0544 0.2247 0.0203 1.4316 0.5999 0.5944 0.6725 0.3676 0.3523 0.5475 0.3809 -1
0.5684 0.4805 0.4619 0.6608 0.2041 0.1498 0.2873 0.1808 1.4316 0.8528 0.8339 0.9289 0.5264 0.4477 0.6101 0.5414 -1
0.0684 0.3311 0.3070 0.4814 0.0983 0.0768 0.0263 0.0905 0.9316 0.7034 0.6789 0.7494 0.4206 0.3747 0.3491 0.4511 -1
-0.4316 0.4805 0.4056 0.5070 0.2146 0.2054 0.2042 0.1597 0.4316 0.8528 0.7775 0.7751 0.5369 0.5033 0.5270 0.5204 -1
-0.4316 0.0782 0.0394 0.2762 -0.0594 -0.0680 -0.0441 -0.0600 0.4316 0.4505 0.4113 0.5443 0.2629 0.2299 0.2787 0.3007 -1
0.0684 0.2047 0.1661 0.3275 -0.0494 -0.0581 -0.0685 -0.0319 0.9316 0.5770 0.5381 0.5956 0.2729 0.2398 0.2542 0.3288 -1
0.5684 0.4230 0.3774 0.5583 0.1783 0.1950 0.1416 0.1336 1.4316 0.7953 0.7493 0.8263 0.5006 0.4929 0.4644 0.4943 -1
0.5684 0.4575 0.4197 0.6865 0.2093 0.1270 0.2277 0.3071 1.4316 0.8298 0.7916 0.9545 0.5317 0.4249 0.5504 0.6678 -1
-0.4316 0.4001 0.2647 0.5583 0.2896 0.2614 0.2589 0.3101 0.4316 0.7724 0.6367 0.8263 0.6119 0.5593 0.5817 0.6708 -1
-0.4316 0.5955 0.5746 0.5326 0.3025 0.2639 0.3010 0.3182 0.4316 0.9678 0.9465 0.8007 0.6248 0.5618 0.6238 0.6788 -1
0.0684 0.1932 0.1802 0.1993 -0.0125 -0.0091 -0.0245 -0.0098 0.9316 0.5655 0.5522 0.4674 0.3098 0.2888 0.2982 0.3508 -1
0.0684 0.4116 0.3070 0.4814 0.1076 0.0863 0.0732 0.1828 0.9316 0.7838 0.6789 0.7494 0.4299 0.3842 0.3960 0.5434 -1
0.0684 -0.1861 -0.1860 0.1737 -0.1485 -0.1299 -0.1037 -0.1703 0.9316 0.1861 0.1860 0.4417 0.1738 0.1680 0.2191 0.1904 -1
-0.4316 0.6529 0.6168 0.5583 0.2553 0.2091 0.2169 0.3513 0.4316 1.0252 0.9888 0.8263 0.5777 0.5070 0.5397 0.7119 -1
-0.4316 0.3656 0.3352 0.5326 0.1568 0.1224 0.1798 0.2309 0.4316 0.7379 0.7071 0.8007 0.4791 0.4203 0.5025 0.5916 -1
-0.4316 0.1932 0.1802 0.4044 -0.0136 -0.0419 -0.0157 0.0403 0.4316 0.5655 0.5522 0.6725 0.3087 0.2560 0.3070 0.4010 -1
0.0684 0.4116 0.4901 0.5583 0.2068 0.2104 0.1211 0.2279 0.9316 0.7838 0.8620 0.8263 0.5292 0.5083 0.4439 0.5886 -1
-0.4316 0.6414 0.5887 0.7634 0.4461 0.3436 0.4437 0.5910 0.4316 1.0137 0.9606 1.0315 0.7685 0.6415 0.7665 0.9516 -1
0.0684 0.3426 0.3492 0.5070 0.0716 0.0668 0.0419 0.0764 0.9316 0.7149 0.7212 0.7751 0.3939 0.3647 0.3647 0.4371 -1
