0.0889 0.4214 0.1119 0.0912 -0.0982 0.4274 0.0852 0.4444 0.7261 0.3143 0.3588 0.0982 0.6393 0.3199 -1
0.2889 0.2902 0.1775 0.0912 -0.0982 0.6441 0.1611 0.6444 0.5950 0.3799 0.3588 0.0982 0.8559 0.3959 -1
0.5056 0.1263 0.1939 0.3162 -0.0982 0.4107 0.1485 0.8611 0.4311 0.3963 0.5838 0.0982 0.6226 0.3832 -1
0.2389 0.2411 0.1119 0.0787 -0.0982 0.5774 0.1611 0.5944 0.5458 0.3143 0.3463 0.0982 0.7893 0.3959 -1
0.3389 0.2902 0.0135 0.2287 -0.0982 0.5774 0.1611 0.6944 0.5950 0.2160 0.4963 0.0982 0.7893 0.3959 -1
0.2389 0.4214 0.0627 0.0787 -0.0982 0.5441 0.1611 0.5944 0.7261 0.2652 0.3463 0.0982 0.7559 0.3959 -1
0.4556 0.3394 0.0627 0.2037 -0.0982 0.6274 0.2497 0.8111 0.6442 0.2652 0.4713 0.0982 0.8393 0.4845 -1
0.2889 0.1427 0.0627 0.0912 -0.0982 0.5274 0.1611 0.6444 0.4475 0.2652 0.3588 0.0982 0.7393 0.3959 -1
0.1889 0.1099 0.1447 0.0787 -0.0982 0.5274 0.1611 0.5444 0.4147 0.3471 0.3463 0.0982 0.7393 0.3959 -1
0.2889 0.1427 0.1775 0.1537 -0.0982 0.6774 0.1611 0.6444 0.4475 0.3799 0.4213 0.0982 0.8893 0.3959 -1
0.2889 0.5034 -0.0193 0.1162 -0.0982 0.4607 0.1611 0.6444 0.8081 0.1832 0.3838 0.0982 0.6726 0.3959 -1
0.2556 0.3558 0.0955 0.0287 -0.0982 0.4607 0.1611 0.6111 0.6606 0.2979 0.2963 0.0982 0.6726 0.3959 -1
0.1056 0.0443 0.0791 0.0162 -0.0982 0.5274 0.5662 0.4611 0.3491 0.2815 0.2838 0.0982 0.7393 0.8009 -1
0.4389 0.2739 0.2430 0.0912 -0.0982 0.5274 0.1611 0.7944 0.5786 0.4455 0.3588 0.0982 0.7393 0.3959 -1
0.3556 0.2902 0.2103 0.5537 -0.0982 0.4774 0.1611 0.7111 0.5950 0.4127 0.8213 0.0982 0.6893 0.3959 -1
0.2222 0.1427 0.1283 0.0412 -0.0982 0.5774 0.4396 0.5778 0.4475 0.3307 0.3088 0.0982 0.7893 0.6743 -1
0.3389 0.1591 0.0791 0.2162 -0.0982 0.4774 0.2244 0.6944 0.4639 0.2815 0.4838 0.0982 0.6893 0.4591 -1
0.2889 0.3886 0.1611 0.0162 -0.0982 0.5274 0.1611 0.6444 0.6934 0.3635 0.2838 0.0982 0.7393 0.3959 -1
0.1722 -0.0048 0.0627 0.2162 -0.0982 0.5774 0.1611 0.5278 0.2999 0.2652 0.4838 0.0982 0.7893 0.3959 -1
0.3222 0.2575 0.0627 0.2037 -0.0982 0.6774 0.1611 0.6778 0.5622 0.2652 0.4713 0.0982 0.8893 0.3959 -1
0.1889 0.3722 0.1939 0.0787 -0.0982 0.4941 0.1611 0.5444 0.6770 0.3963 0.3463 0.0982 0.7059 0.3959 -1
-0.0111 0.3230 0.0299 0.0037 -0.0982 0.4441 0.1611 0.3444 0.6278 0.2324 0.2713 0.0982 0.6559 0.3959 -1
0.2889 0.3230 0.1775 0.0037 -0.0982 0.2274 0.1611 0.6444 0.6278 0.3799 0.2713 0.0982 0.4393 0.3959 -1
