0.6008 -0.0475 -0.1720 -0.0581 0.6157 0.5129 0.5744 1.0396 0.2856 0.1720 0.0581 0.9043 0.9716 1.0014 -1
0.2750 0.2620 -0.1720 -0.0581 0.4291 0.2243 0.3320 0.7138 0.5951 0.1720 0.0581 0.7176 0.6830 0.7590 -1
0.1626 0.4406 -0.1720 -0.0581 0.5491 0.5232 0.5845 0.6014 0.7737 0.1720 0.0581 0.8376 0.9819 1.0115 -1
0.7244 0.2263 -0.1720 -0.0581 0.5891 0.5438 0.5340 1.1632 0.5594 0.1720 0.0581 0.8776 1.0025 0.9610 -1
-0.1071 0.2263 -0.1720 -0.0581 0.4024 0.4304 -0.0014 0.3318 0.5594 0.1720 0.0581 0.6909 0.8891 0.4256 -1
0.0278 0.0477 -0.1720 -0.0581 0.4157 0.0387 0.1804 0.4666 0.3809 0.1720 0.0581 0.7043 0.4974 0.6074 -1
0.0502 0.0477 -0.1720 -0.0581 0.3624 0.0490 0.1905 0.4891 0.3809 0.1720 0.0581 0.6509 0.5077 0.6175 -1
0.0727 0.1191 -0.1720 -0.0581 0.3357 0.0078 0.1602 0.5116 0.4523 0.1720 0.0581 0.6243 0.4665 0.5872 -1
0.1064 0.1310 -0.1720 -0.0581 0.4957 0.1315 0.2511 0.5453 0.4642 0.1720 0.0581 0.7843 0.5902 0.6781 -1
0.4884 0.2025 -0.1720 -0.0581 0.5357 0.5851 0.6350 0.9273 0.5356 0.1720 0.0581 0.8243 1.0438 1.0620 -1
0.4884 0.2858 -0.1720 -0.0581 0.7224 0.5542 0.6047 0.9273 0.6190 0.1720 0.0581 1.0109 1.0129 1.0317 -1
-0.0846 0.1549 -0.1720 -0.0581 0.6957 0.4614 0.5340 0.3543 0.4880 0.1720 0.0581 0.9843 0.9201 0.9610 -1
0.6345 0.1310 -0.1720 -0.0581 0.5224 0.3480 0.4128 1.0734 0.4642 0.1720 0.0581 0.8109 0.8067 0.8398 -1
0.2750 0.0596 -0.1720 -0.0581 0.4424 0.2758 0.3825 0.7138 0.3928 0.1720 0.0581 0.7309 0.7345 0.8095 -1
-0.1408 0.1191 -0.1720 -0.0581 0.5757 0.1005 0.2309 0.2981 0.4523 0.1720 0.0581 0.8643 0.5593 0.6579 -1
0.2300 0.1310 -0.1720 -0.0581 0.5891 -0.0335 0.1198 0.6689 0.4642 0.1720 0.0581 0.8776 0.4252 0.5468 -1
0.1177 0.0834 -0.1720 -0.0581 0.4291 -0.0747 0.0895 0.5565 0.4166 0.1720 0.0581 0.7176 0.3840 0.5165 -1
0.2750 0.1429 -0.1720 -0.0581 0.4157 -0.0025 -0.0115 0.7138 0.4761 0.1720 0.0581 0.7043 0.4562 0.4155 -1
0.4997 0.4287 -0.1720 -0.0581 0.4024 0.1418 -0.0115 0.9385 0.7618 0.1720 0.0581 0.6909 0.6005 0.4155 -1
0.0615 0.1191 -0.1720 -0.0581 0.4824 0.0799 0.2107 0.5003 0.4523 0.1720 0.0581 0.7709 0.5386 0.6377 -1
0.0615 0.0834 -0.1720 -0.0581 0.4024 0.0799 0.2107 0.5003 0.4166 0.1720 0.0581 0.6909 0.5386 0.6377 -1
0.1514 0.1787 -0.1720 -0.0581 0.5491 0.0696 0.2006 0.5902 0.5118 0.1720 0.0581 0.8376 0.5283 0.6276 -1
0.5221 0.4882 -0.1720 -0.0581 0.4024 0.2552 0.1400 0.9610 0.8213 0.1720 0.0581 0.6909 0.7139 0.5670 -1
0.0952 0.0953 -0.1720 -0.0581 0.5224 0.0799 0.2107 0.5340 0.4285 0.1720 0.0581 0.8109 0.5386 0.6377 -1
0.2974 0.3453 -0.1720 -0.0581 0.3357 0.5232 0.0188 0.7363 0.6785 0.1720 0.0581 0.6243 0.9819 0.4458 -1
0.2075 0.1668 -0.1720 -0.0581 0.4291 -0.0541 0.0996 0.6464 0.4999 0.1720 0.0581 0.7176 0.4046 0.5266 -1
0.4884 0.2263 -0.1720 -0.0581 0.5757 0.5232 0.5845 0.9273 0.5594 0.1720 0.0581 0.8643 0.9819 1.0115 -1
0.2637 0.1191 -0.1720 -0.0581 0.6291 0.5129 0.5744 0.7026 0.4523 0.1720 0.0581 0.9176 0.9716 1.0014 -1
0.0839 0.1429 -0.1720 -0.0581 0.3491 0.1315 0.2208 0.5228 0.4761 0.1720 0.0581 0.6376 0.5902 0.6478 -1
0.2525 0.0001 -0.1720 -0.0581 0.4957 0.0078 0.1501 0.6913 0.3332 0.1720 0.0581 0.7843 0.4665 0.5771 -1
0.0615 -0.0475 -0.1720 -0.0581 0.3757 0.0696 0.2107 0.5003 0.2856 0.1720 0.0581 0.6643 0.5283 0.6377 -1
0.1626 0.2977 -0.1720 -0.0581 0.6291 0.0593 0.2006 0.6014 0.6309 0.1720 0.0581 0.9176 0.5180 0.6276 -1
0.4435 0.3691 -0.1720 -0.0581 0.4157 0.1727 0.1602 0.8823 0.7023 0.1720 0.0581 0.7043 0.6314 0.5872 -1
0.3648 0.2858 -0.1720 -0.0581 0.6824 0.5232 0.5845 0.8037 0.6190 0.1720 0.0581 0.9709 0.9819 1.0115 -1
0.7132 0.0834 -0.1720 -0.0581 0.6691 0.4717 0.5340 1.1520 0.4166 0.1720 0.0581 0.9576 0.9304 0.9610 -1
0.5783 0.2620 -0.1720 -0.0581 0.7091 0.7706 0.7865 1.0172 0.5951 0.1720 0.0581 0.9976 1.2294 1.2135 -1
0.3536 0.2382 -0.1720 -0.0581 0.4691 0.0696 0.1400 0.7925 0.5713 0.1720 0.0581 0.7576 0.5283 0.5670 -1
0.1177 -0.1666 -0.1720 -0.0581 0.6024 -0.1469 0.0188 0.5565 0.1666 0.1720 0.0581 0.8909 0.3118 0.4458 -1
0.0390 0.1191 -0.1720 -0.0581 0.3757 0.0284 0.1703 0.4779 0.4523 0.1720 0.0581 0.6643 0.4871 0.5973 -1
0.0727 -0.0475 -0.1720 -0.0581 0.3091 -0.0025 0.1400 0.5116 0.2856 0.1720 0.0581 0.5976 0.4562 0.5670 -1
0.2525 0.1191 -0.1720 -0.0581 0.6024 -0.0747 0.0895 0.6913 0.4523 0.1720 0.0581 0.8909 0.3840 0.5165 -1
0.6907 0.2739 -0.1720 -0.0581 0.6157 0.6366 0.6754 1.1295 0.6071 0.1720 0.0581 0.9043 1.0953 1.1024 -1
0.5783 0.1191 -0.1720 -0.0581 0.8024 0.4614 0.5340 1.0172 0.4523 0.1720 0.0581 1.0909 0.9201 0.9610 -1
0.5671 0.1191 -0.1720 -0.0581 0.6024 0.6263 0.6249 1.0059 0.4523 0.1720 0.0581 0.8909 1.0850 1.0519 -1
0.2750 -0.0237 -0.1720 -0.0581 0.4291 0.0181 0.1602 0.7138 0.3094 0.1720 0.0581 0.7176 0.4768 0.5872 -1
0.5671 0.1906 -0.1720 -0.0581 0.6024 0.5438 0.5239 1.0059 0.5237 0.1720 0.0581 0.8909 1.0025 0.9509 -1
0.1064 0.1072 -0.1720 -0.0581 0.5491 0.1521 0.2713 0.5453 0.4404 0.1720 0.0581 0.8376 0.6108 0.6984 -1
0.3087 0.2025 -0.1720 -0.0581 0.1491 -0.0953 0.0491 0.7475 0.5356 0.1720 0.0581 0.4376 0.3634 0.4761 -1
0.3873 0.3215 -0.1720 -0.0581 0.6024 0.5748 0.6249 0.8262 0.6547 0.1720 0.0581 0.8909 1.0335 1.0519 -1
0.3424 0.2501 -0.1720 -0.0581 0.2157 -0.0232 0.1299 0.7812 0.5832 0.1720 0.0581 0.5043 0.4355 0.5569 -1
0.1626 0.0358 -0.1720 -0.0581 0.3624 0.1005 0.2309 0.6014 0.3690 0.1720 0.0581 0.6509 0.5593 0.6579 -1
0.5446 0.4406 -0.1720 -0.0581 0.5091 0.1521 0.1299 0.9835 0.7737 0.1720 0.0581 0.7976 0.6108 0.5569 -1
0.1064 0.2620 -0.1720 -0.0581 0.4157 0.0387 0.1804 0.5453 0.5951 0.1720 0.0581 0.7043 0.4974 0.6074 -1
